"ItemId","Name","Spell","Source","Area","Map","Quests","Verdict"
"15826","Curative Animal Salve","19512","client","0","0","6124 6129","already-gated"
"15908","Taming Rod","19548","client","0","0","6085","already-gated"
"15911","Taming Rod","19674","client","0","0","6064","already-gated"
"15913","Taming Rod","19687","client","0","0","6084","already-gated"
"15914","Taming Rod","19688","client","0","0","6061","already-gated"
"15915","Taming Rod","19689","client","0","0","6087","already-gated"
"15916","Taming Rod","19692","client","0","0","6088","already-gated"
"15921","Taming Rod","19693","client","0","0","6063","already-gated"
"15917","Taming Rod","19694","client","0","0","6062","already-gated"
"15919","Taming Rod","19696","client","0","0","6083","already-gated"
"15920","Taming Rod","19697","client","0","0","6082","already-gated"
"15922","Taming Rod","19699","client","0","0","6101","already-gated"
"15923","Taming Rod","19700","client","0","0","6102","already-gated"
"16114","Foreman's Blackjack","19938","client","0","0","5441 25134","already-gated"
"40946","Anuniaq's Net","21014","client","0","0","11472","already-gated"
"17626","Frostwolf Muzzle","21794","client","2597","0","7001","already-gated"
"41372","Challenge Flag","21855","client","0","0","12939","already-gated"
"17689","Stormpike Training Collar","21866","client","2597","0","7027","already-gated"
"17696","Filled Cerulean Vial","21885","client","0","0","7029 7041","already-gated"
"17757","Amulet of Spirits","21960","client","0","0","7067","already-gated"
"18488","Heated Ancient Blade","22906","client","0","0","7509","already-gated"
"18601","Glowing Crystal Prison","23015","client","0","0","7583","already-gated"
"42480","Ebon Blade Banner","23301","client","0","0","12995","already-gated"
"18904","Zorbin's Ultra-Shrinker","23359","client","0","0","7003 7725 25465","already-gated"
"40730","Arete's Gate","26560","client","0","0","12847","already-gated"
"22049","Brazier of Beckoning","27184","client","0","0","8966 8989","already-gated"
"22050","Brazier of Beckoning","27190","client","0","0","8967 8990","already-gated"
"22051","Brazier of Beckoning","27191","client","0","0","8968 8991","already-gated"
"22052","Brazier of Beckoning","27201","client","0","0","8969 8992","already-gated"
"22056","Brazier of Beckoning","27202","client","0","0","8995 8996","already-gated"
"22057","Brazier of Invocation","27203","client","0","0","","already-gated"
"21986","Banner of Provocation","27517","client","0","0","9015 9018","already-gated"
"22473","Antheol's Disciplinary Rod","27907","client","0","0","9066","already-gated"
"22955","Neutralizing Agent","28700","client","0","0","9294","already-gated"
"41366","Sovereign Rod","29070","client","0","0","12893","already-gated"
"23268","Purification Mixture","29200","client","0","0","9361","already-gated"
"23394","Healing Salve","29314","client","0","0","9447","already-gated"
"23485","Empty Birdcage","29435","client","0","0","9397","already-gated"
"22962","Inoculating Crystal","29528","client","0","0","9303","already-gated"
"23654","Draenei Fishing Net","29866","client","0","0","9452","already-gated"
"23680","Gift of Naias","30015","client","0","0","9457 26731","already-gated"
"23693","Carinda's Scroll of Retribution","30077","client","0","0","9472","already-gated"
"23691","Corrupted Mark of the Lightbringer","30098","client","0","0","9444","already-gated"
"23697","Taming Rod","30099","client","0","0","9484","already-gated"
"23702","Taming Rod","30102","client","0","0","9486","already-gated"
"23703","Taming Rod","30105","client","0","0","9485","already-gated"
"23896","Taming Totem","30646","client","0","0","9591 25076","already-gated"
"23897","Taming Totem","30653","client","0","0","9592 25077","already-gated"
"23898","Taming Totem","30654","client","0","0","9593 25078","already-gated"
"41265","Eyesore Blaster","30740","client","0","0","12887 12892","already-gated"
"23995","Murloc Tagger","30877","client","0","0","9629","already-gated"
"24184","Filled Shimmering Vessel","31225","client","0","0","9685","already-gated"
"24501","Gordawg's Boulder","32001","client","0","0","9849","already-gated"
"24560","Torch of Liquid Fire","32146","client","0","0","9874","already-gated"
"30175","Gor'drek's Ointment","32578","client","0","0","10488","already-gated"
"26002","Flaming Torch","32979","client","0","0","10078","already-gated"
"27479","Flaming Torch","33067","client","0","0","10087","already-gated"
"25770","Fel Cannon Activator","33531","client","0","0","10011","already-gated"
"25771","Fel Cannon Activator","33532","client","0","0","10011","already-gated"
"28283","Soul Mirror","34063","client","0","0","10168","already-gated"
"28369","Battery Recharging Blaster","34219","client","0","0","10190","already-gated"
"28452","Bloodgem Shard","34367","client","0","0","","already-gated"
"28547","Elemental Power Extractor","34520","client","0","0","10226","already-gated"
"28550","Flaming Torch","34526","client","0","0","10233","already-gated"
"28634","Scrap Reaver X6000 Controller","34630","client","0","0","10248","already-gated"
"28725","Rune Activation Device","34646","client","0","0","10240","already-gated"
"23337","Cenarion Antidote","34665","client","0","0","10255","already-gated"
"29429","Boom's Doom","35139","client","0","0","10221","already-gated"
"29445","Surveying Markers","35246","client","0","0","10335","already-gated"
"29447","Fel Zapper","35282","client","0","0","10309","already-gated"
"29478","Seed of Revitalization","35413","client","0","0","10351","already-gated"
"29513","Staff of the Dreghood Elders","35460","client","0","0","10369","already-gated"
"29618","Protectorate Disruptor","35683","client","0","0","10408","already-gated"
"31346","Burning Bleeding Hollow Torch","35724","client","0","0","","already-gated"
"29795","Burning Legion Gate Key","35739","client","0","0","10392 10397","already-gated"
"29817","Talbuk Tagger","35771","client","0","0","10427","already-gated"
"29818","Energy Field Modulator","35772","client","0","0","10426","already-gated"
"30251","Rina's Diminution Powder","36310","client","0","0","10506","already-gated"
"31739","Smoke Beacon","36374","client","0","0","10895","already-gated"
"30354","Ultra Deconsolodation Zapper","36460","client","0","0","10203","already-gated"
"30425","Bleeding Hollow Blood","36546","client","0","0","10538","already-gated"
"30462","Oronok's Boar Whistle","36652","client","0","0","10514","already-gated"
"42928","Bethod's Sword","36851","client","0","0","13059","already-gated"
"30614","Fel Bomb","37055","client","0","0","10564 10598","already-gated"
"30656","Protovoltaic Magneto Collector","37136","client","0","0","10584","already-gated"
"30742","Temporal Phase Modulator","37573","client","0","0","10609","already-gated"
"30875","Forged Illidari-Bane Blade","37984","client","0","0","10679","already-gated"
"31128","Rexxar's Whistle","38173","client","0","0","10714","already-gated"
"31129","Blackwhelp Net","38177","client","0","0","10747","already-gated"
"31251","Unfired Key Mold","38202","client","0","0","10758 10764","already-gated"
"31372","Rocknail Flayer Carcass","38439","client","0","0","10804","already-gated"
"31386","Staff of Parshah","38482","client","0","0","10808","already-gated"
"31403","Sablemane's Sleeping Powder","38510","client","0","0","10800","already-gated"
"31463","Zezzak's Shard","38554","client","0","0","10813","already-gated"
"31610","Rod of Purification","38736","client","0","0","10839","already-gated"
"31652","Enchanted Nethervine Crystal","38762","client","0","0","10854","already-gated"
"31763","Druid Signal","38782","client","0","0","10910 10912","already-gated"
"31678","Mental Interference Rod","38915","client","0","0","10857","already-gated"
"31736","Crystal of Deep Shadows","39094","client","0","0","10833","already-gated"
"31769","Sha'tari Torch","39189","client","0","0","10913","already-gated"
"31807","Naturalized Ammunition","39219","client","0","0","10911","already-gated"
"31752","Sablemane's Trap","39220","client","0","0","10723","already-gated"
"31146","Rexxar's Battle Horn","39223","client","0","0","10742","already-gated"
"31808","Sablemane's Signet","39224","client","0","0","10806","already-gated"
"31810","Fumper","39238","client","0","0","10929","already-gated"
"31825","Fumper","39246","client","0","0","10930","already-gated"
"31827","Sablemane's Trap","39264","client","0","0","10802","already-gated"
"31828","Ritual Prayer Beads","39371","client","0","0","10935","already-gated"
"32321","Sparrowhawk Net","39810","client","0","0","10987","already-gated"
"32456","Skyguard Bombs","40160","client","0","0","11010 11023 11102","already-gated"
"32618","[DEPRECATED]Crystalforged Darkrune","40309","client","0","0","","already-gated"
"32467","Vim'gol's Grimoire","40328","client","0","0","11000","already-gated"
"32503","Yarzill's Mutton","40468","client","0","0","11020","already-gated"
"32680","Booterang","40742","client","0","0","11055","already-gated"
"32696","Banishing Crystal","40817","client","0","0","11026 11051","already-gated"
"32698","Wrangling Rope","40856","client","0","0","11065 11066","already-gated"
"33119","Malister's Frost Wand","40969","client","0","0","11188","already-gated"
"33129","Feknut's Firecrackers","40978","client","0","0","11154","already-gated"
"32825","Soul Cannon","41291","client","0","0","11090","already-gated"
"32907","Wolpertinger Net","41621","client","0","0","11117 11431","already-gated"
"32960","Elekk Dispersion Ray","41985","client","0","0","11118 11120","already-gated"
"33009","Tender Strider Meat","42222","client","0","0","11129","already-gated"
"33044","Salvage Kit","42287","client","0","0","11140 27237","already-gated"
"33069","Sturdy Rope","42325","client","0","0","11146 27242","already-gated"
"33072","Tabetha's Torch","42356","client","0","0","11150 11205 27296 27429","already-gated"
"33088","Brogg's Totem","42411","client","0","0","11161 27409","already-gated"
"33108","Ooze Buster","42489","client","0","0","11174 27347","already-gated"
"33164","Ever-Burning Torches","42564","client","0","0","11202","already-gated"
"33190","Steelring's Foolproof Dynamite","42703","client","0","0","11218","already-gated"
"33238","Crow Meat","42788","client","0","0","11227","already-gated"
"33278","Burning Torch","42793","client","0","0","11270","already-gated"
"33282","Wyrmcaller's Horn","42817","client","0","0","11238 11267","already-gated"
"33306","Ram Racing Reins","42924","client","0","0","11122 11293 11294 11318 11320 11347 11407 11408 11409 11412 29393 29394","already-gated"
"33342","The Brave's Machete","43036","client","0","0","11257","already-gated"
"33310","The Sergeant's Machete","43036","client","0","0","11246","already-gated"
"33321","Sergeant's Torch","43057","client","0","0","11247","already-gated"
"33343","Brave's Torch","43057","client","0","0","11258","already-gated"
"33335","Cannoneer's Smoke Flare","43076","client","0","0","11232","already-gated"
"33346","Vrykul Scroll of Ascension","43089","client","0","0","11260","already-gated"
"33339","Vrykul Scroll of Ascension","43089","client","0","0","11249","already-gated"
"33418","Tillinghast's Plague Canister","43157","client","0","0","11279","already-gated"
"33563","Forsaken Banner","43178","client","0","0","11282","already-gated"
"33450","Carved Horn","43189","client","0","0","11281","already-gated"
"33477","Giant Yeti Meal","43209","client","0","0","11284","already-gated"
"33472","Gorth's Torch","43233","client","0","0","11285","already-gated"
"33554","Grick's Bonesaw","43286","client","0","0","11301","already-gated"
"33581","Vrykul Insult","43315","client","0","0","12481","already-gated"
"33604","Plague Shooter","43333","client","0","0","","already-gated"
"33607","Enchanted Ice Core","43354","client","0","0","11319","already-gated"
"33627","Peppy's Special Mix","43386","client","0","0","11330","already-gated"
"33806","Runeseeking Pick","43666","client","0","0","11355 11365","already-gated"
"33852","Cooking Pot","43723","client","0","0","11379","already-gated"
"34111","Trained Rock Falcon","44323","client","0","0","11465","already-gated"
"34121","Trained Rock Falcon","44407","client","0","0","11468","already-gated"
"34127","Tasty Reef Fish","44454","client","0","0","11472","already-gated"
"34255","Razorthorn Flayer Gland","44881","client","0","0","11520 11521","already-gated"
"34257","Fel Siphon","44937","client","0","0","11515","already-gated"
"34338","Mana Remnants","44969","client","0","0","11496 11523","already-gated"
"34368","Attuned Crystal Cores","44997","client","0","0","11524 11525","already-gated"
"34414","Shattered Sun Banner","45030","client","0","0","11537 11538","already-gated"
"34483","Orb of Murloc Control","45109","client","0","0","11541","already-gated"
"34489","Flaming Oil","45115","client","0","0","11542 11543","already-gated"
"34500","Ata'mal Armament","45149","client","0","0","11544","already-gated"
"34533","Astromancer's Crystal","45191","client","0","0","11547","already-gated"
"34598","The King's Empty Conch","45274","client","0","0","11571","already-gated"
"34624","Bundle of Vrykul Artifacts","45323","client","0","0","11568","already-gated"
"24157","Shimmering Vessel","45351","client","0","0","9684","already-gated"
"34669","Arcanometer","45414","client","0","0","11576 11582 12728","already-gated"
"34692","Ragefist's Torch","45474","client","0","0","11593","already-gated"
"34711","Core of Malice","45504","client","0","0","11607","already-gated"
"34715","Tuskarr Ritual Object","45536","client","0","0","11610","already-gated"
"34772","Gnomish Grenade","45583","client","0","0","11617","already-gated"
"34779","Imperean's Primal","45594","client","0","0","11631","already-gated"
"34781","Kaganishu's Fetish","45606","client","0","0","11637","already-gated"
"34811","Neural Needler","45634","client","0","0","11648","already-gated"
"34806","Sage Aeire's Totem","45653","client","0","0","11647","already-gated"
"34830","Tuskarr Torch","45692","client","0","0","11656","already-gated"
"34862","Practice Torches","45732","client","0","0","11731 11921 11922 11926","already-gated"
"34869","Warsong Banner","45742","client","0","0","","already-gated"
"34870","Warsong Orc Disguise","45759","client","0","0","11670","already-gated"
"34897","Beryl Shield Detonator","45780","client","0","0","11671","already-gated"
"34913","Highmesa's Cleansing Seeds","45834","client","0","0","11677","already-gated"
"34915","Bixie's Inhibiting Powder","45835","client","0","0","11694","already-gated"
"34920","Map of the Geyser Fields","45853","client","0","0","11684 11713","already-gated"
"34973","Re-Cursive Transmatter Injection","45980","client","0","0","11712","already-gated"
"34975","Portable Oil Collector","45990","client","0","0","11715","already-gated"
"34979","Pouch of Crushed Bloodspore","46010","client","0","0","11721","already-gated"
"35116","The Ultrasonic Screwdriver","46023","client","0","0","11730","already-gated"
"35127","Pile of Fake Furs","46085","client","0","0","11865","already-gated"
"35224","Emergency Torch","46171","client","0","0","11796","already-gated"
"35228","D.E.H.T.A. Trap Smasher","46201","client","0","0","11876","already-gated"
"35278","Reinforced Net","46361","client","0","0","11889","already-gated"
"35293","Cenarion Horn","46368","client","0","0","11892","already-gated"
"35352","Sage's Lightning Rod","46432","client","0","0","11896","already-gated"
"35401","The Greatmother's Soulcatcher","46485","client","0","0","11899","already-gated"
"35491","Wendy's Torch","46574","client","0","0","11913","already-gated"
"35506","Raelorasz's Spear","46607","client","0","0","11919 11940","already-gated"
"36956","Liquid Fire of Elune","46770","client","0","0","12166","already-gated"
"35690","Arcane Power Focus","46793","client","0","0","11957","already-gated"
"35734","Boulder","47005","client","0","0","11982","already-gated"
"35736","Bounty Hunter's Cage","47042","client","0","0","11984","already-gated"
"35797","Drakuru's Elixir","47110","client","0","0","11991 12238 30120","already-gated"
"35943","Jeremiah's Tools","47166","client","0","0","12035","already-gated"
"35850","Trident of Naz'jan","47170","client","0","0","11626","already-gated"
"36732","Potent Explosive Charges","47305","client","0","0","12049","already-gated"
"36751","Ley Line Focus Control Ring","47374","client","0","0","12065 12066","already-gated"
"36764","Shard of the Earth","47394","client","0","0","12070","already-gated"
"36775","Zort's Scraper","47435","client","0","0","12076","already-gated"
"36779","Ley Line Focus Control Amulet","47469","client","0","0","12083 12084","already-gated"
"36786","Bark of the Walkers","47530","client","0","0","12092 12096","already-gated"
"36787","Shard of Gavrock","47542","client","0","0","12094","already-gated"
"36796","Gavrock's Runebreaker","47604","client","0","0","12099","already-gated"
"36818","Pack of Vaccine","47627","client","0","0","12111","already-gated"
"36815","Ley Line Focus Control Talisman","47634","client","0","0","12107 12110","already-gated"
"36835","Unholy Gem","47702","client","0","0","12126","already-gated"
"36847","Frost Gem","47722","client","0","0","12127","already-gated"
"36859","Snow of Eternal Slumber","47778","client","0","0","12137","already-gated"
"36935","Raegar's Explosives","47935","client","0","0","12154","already-gated"
"37013","Dun Argol Cage Key","47978","client","0","0","12180","already-gated"
"37006","Ley Line Attunement Crystal","48021","client","0","0","12172 12173","already-gated"
"37125","Rokar's Camera","48046","client","0","0","12202","already-gated"
"37045","Kilian's Camera","48046","client","0","0","12184","already-gated"
"37129","Flask of Blight","48188","client","0","0","12206","already-gated"
"37187","Container of Rats","48268","client","0","0","12211","already-gated"
"37202","Onslaught Riding Crop","48290","client","0","0","12214","already-gated"
"36864","Emblazoned Battle Horn","48328","client","0","0","12151","already-gated"
"37259","Siegesmith Bombs","48345","client","0","0","12232","already-gated"
"37287","Wintergarde Gryphon Whistle","48388","client","0","0","12237","already-gated"
"37304","Apothecary's Burning Water","48455","client","0","0","12243","already-gated"
"37307","Purified Ashes of Vordrassil","48549","client","0","0","12236 12249","already-gated"
"37314","High Executor's Branding Iron","48603","client","0","0","12252","already-gated"
"37381","Banshee's Magic Mirror","48679","client","0","0","12260","already-gated"
"37438","Rod of Compulsion","48712","client","0","0","12273","already-gated"
"37539","Neltharion's Flame","48790","client","0","0","12267","already-gated"
"37542","Fishing Net","48794","client","0","0","12279","already-gated"
"37576","Renewing Bandage","48845","client","0","0","12296","already-gated"
"37932","Miner's Lantern","48974","client","0","0","12159","already-gated"
"37621","Smoke Bomb","49075","client","0","0","12323 12324","already-gated"
"37665","Tranquilizer Dart","49134","client","0","0","12330","already-gated"
"37716","Flashbang Grenade","49319","client","0","0","12415","already-gated"
"37727","Ruby Acorn","49349","client","0","0","12417 12449","already-gated"
"43006","Emerald Acorn","49349","client","0","0","","already-gated"
"37887","Seeds of Nature's Wrath","49587","client","0","0","12459","already-gated"
"33606","Lurielle's Pendant","49624","client","0","0","11314","already-gated"
"33344","Brave's Flare","49625","client","0","0","11259","already-gated"
"33323","Sergeant's Flare","49634","client","0","0","11245","already-gated"
"33796","Rune of Command","49859","client","0","0","11348 11352","already-gated"
"33960","Scourging Crystal Controller","50133","client","0","0","11396 11399","already-gated"
"34083","Awakening Rod","50165","client","0","0","11432 11433","already-gated"
"36827","Blood Gem","50251","client","0","0","12125","already-gated"
"38302","Ruby Beacon of the Dragon Queen","50426","client","0","0","12498","already-gated"
"38330","Crusader's Bandage","50662","client","0","0","12512","already-gated"
"38332","Modified Mojo","50706","client","0","0","12516","already-gated"
"38380","Zul'Drak Rat","50894","client","0","0","12527","already-gated"
"38467","Softknuckle Poker","50979","client","0","0","12530","already-gated"
"38515","Tangled Skein Thrower","51165","client","0","0","12555","already-gated"
"38619","Goregek's Shackles","51186","client","0","0","","already-gated"
"38621","Dajik's Worn Chalk","51188","client","0","0","","already-gated"
"38512","Zepik's Hunting Horn","51189","client","0","0","","already-gated"
"38622","Lafoo's Bug Bag","51190","client","0","0","","already-gated"
"38623","Jaloot's Favorite Crystal","51191","client","0","0","","already-gated"
"38624","Moodle's Stress Ball","51192","client","0","0","","already-gated"
"38544","Argent Crusade Banner","51247","client","0","0","12502","already-gated"
"38556","Incinerating Oil","51276","client","0","0","12568","already-gated"
"38573","RJR Rifle","51330","client","0","0","12589","already-gated"
"38566","Steel Spade","51333","client","0","0","12588","already-gated"
"38574","High Impact Grenade","51381","client","0","0","12591 12598","already-gated"
"38607","Battle-Worn Sword","51769","client","0","0","12619","already-gated"
"38659","Stefan's Steel Toed Boot","51866","client","0","0","12630","already-gated"
"38676","Whisker of Har'koa","51895","client","0","0","12632","already-gated"
"38684","Freya's Horn","51957","client","0","0","12620","already-gated"
"38689","Chicken Net","51959","client","0","0","12532 12702","already-gated"
"38696","Tormentor's Incense","51964","client","0","0","12647","already-gated"
"38731","Ahunae's Knife","52090","client","0","0","12659","already-gated"
"39041","Bat Net","52151","client","0","0","12662","already-gated"
"39154","Diluting Additive","52227","client","0","0","12669","already-gated"
"39158","Quetz'lun's Hexxing Stick","52251","client","0","0","12674","already-gated"
"39157","Scepter of Suggestion","52252","client","0","0","12673","already-gated"
"39164","Sample Container","52308","client","0","0","12683","already-gated"
"39206","Scepter of Empowerment","52389","client","0","0","12686","already-gated"
"39253","Gift of the Harvester","52481","client","0","0","12698","already-gated"
"39238","Scepter of Command","52487","client","0","0","12690","already-gated"
"39268","Medallion of Mam'toth","52596","client","0","0","12707","already-gated"
"40587","Darkmender's Tincture","52741","client","0","0","12813","already-gated"
"39572","Chime of Cleansing","52941","client","0","0","12735","already-gated"
"39566","Prophet of Akali Convocation","52956","client","0","0","12730","already-gated"
"39577","Rejek's Blade","52992","client","0","0","12734","already-gated"
"39615","Crusader Parachute","53031","client","0","0","12740","already-gated"
"39598","Didgeridoo of Contemplation","53038","client","0","0","12736","already-gated"
"39664","Scepter of Domination","53102","client","0","0","12713","already-gated"
"39651","Venture Co. Explosives","53145","client","0","0","12758","already-gated"
"35121","Wolf Bait","53326","client","0","0","11728","already-gated"
"40397","Lifeblood Gem","54191","client","0","0","12805","already-gated"
"40686","U.D.E.D.","54577","client","0","0","12828","already-gated"
"41058","Hyldnir Harpoon","54933","client","0","0","12886","already-gated"
"41131","Rageclaw Fire Extinguisher","55037","client","0","0","12859","already-gated"
"41161","Drakuru ""Lock Opener""","55083","client","0","0","12861","already-gated"
"41179","The Inventor's Disk","55161","client","0","0","12860 12927","already-gated"
"41390","Stefan's Horn","55368","client","0","0","12661 12713","already-gated"
"41612","Vial of Frost Oil","55647","client","0","0","12925 13425","already-gated"
"41988","Telluric Poultice","55797","client","0","0","12937","already-gated"
"41505","Thorim's Charm of Earth","55818","client","0","0","12915","already-gated"
"42164","Hodir's Horn","55983","client","0","0","12977","already-gated"
"42837","Disciplining Rod","56033","client","0","0","12906 13422","already-gated"
"42246","Essence of Ice","56099","client","0","0","12981","already-gated"
"42419","Bouldercrag's War Horn","56189","client","0","0","12984","already-gated"
"42424","Diamond Tipped Pick","56227","client","0","0","12985","already-gated"
"42441","Bouldercrag's Bomb","56275","client","0","0","12988","already-gated"
"42442","Tablets of Pronouncement","56278","client","0","0","12987","already-gated"
"41340","Fresh Ice Rhino Meat","56393","client","0","0","12865","already-gated"
"42624","Battered Storm Hammer","56448","client","0","0","12874","already-gated"
"42732","Everfrost Razor","56562","client","0","0","13011","already-gated"
"42769","Spear of Hodir","56671","client","0","0","13003","already-gated"
"42774","Arngrim's Tooth","56727","client","0","0","13046","already-gated"
"42781","The Chieftain's Totem","56765","client","0","0","13038","already-gated"
"43153","Holy Water","57806","client","0","0","13110","already-gated"
"43159","Master Summoner's Staff","57853","client","0","0","13119","already-gated"
"43206","War Horn of Acherus","57906","client","0","0","13125","already-gated"
"43214","Kurzel's Blouse Scrap","57908","client","0","0","13129","already-gated"
"43243","Blessed Banner of the Crusade","58013","client","0","0","13141","already-gated"
"43315","Sigil of the Ebon Blade","58151","client","0","0","13143","already-gated"
"43494","Ahn'kahar Watcher's Corpse","58515","client","0","619","","already-gated"
"43524","Olakin's Torch","58641","client","0","0","13211","already-gated"
"44010","Pustulant Spinal Fluid","59655","client","0","0","13279 13281 13295 13297","already-gated"
"44127","Barricade Construction Kit","59925","client","0","0","13306 13332","already-gated"
"44212","SGM-3","60079","client","0","0","13313 13331","already-gated"
"44222","Dart Gun","60100","client","0","0","13314 13333","already-gated"
"44251","Partitioned Flask","60256","client","0","0","13320 13355","already-gated"
"44304","Writhing Mass","60310","client","0","0","13321 13322 13356 13357","already-gated"
"44653","Volatile Acid","60428","client","0","0","13329 13335","already-gated"
"44480","Alumeth's Remains","60831","client","0","0","","already-gated"
"44890","To'kini's Blowgun","62105","client","0","0","13549","already-gated"
"45005","Everburning Ember","62767","client","0","0","13616 13670 13675 13743 13748 13754 13759 13764 13770 13775 13780 13785","already-gated"
"45026","[PH] Bridle of the Charger","62774","client","0","0","","already-gated"
"45028","[PH] Bridle of the Ram","62779","client","0","0","","already-gated"
"45029","[PH] Bridle of the Mechanostrider","62780","client","0","0","","already-gated"
"45030","[PH] Bridle of the Elekk","62781","client","0","0","","already-gated"
"45031","[PH] Bridle of the Nightsaber","62782","client","0","0","","already-gated"
"45032","[PH] Bridle of the Wolf","62783","client","0","0","","already-gated"
"45033","[PH] Bridle of the Raptor","62784","client","0","0","","already-gated"
"45034","[PH] Bridle of the Kodo","62785","client","0","0","","already-gated"
"45035","[PH] Bridle of the Hawkstrider","62786","client","0","0","","already-gated"
"45036","[PH] Bridle of the Warhorse","62787","client","0","0","","already-gated"
"45080","Large Femur","63124","client","0","0","13654","already-gated"
"45568","Bridle of the Argent Charger","63663","client","0","0","13664","already-gated"
"46367","Fresh Dinosaur Meat","65200","client","0","0","13889 13915","already-gated"
"46380","Silithid Meat","65258","client","0","0","13903 13917","already-gated"
"46382","Silithid Egg","65265","client","0","0","13904 13916","already-gated"
"46693","Small Paper Zeppelin","65357","client","0","0","","already-gated"
"46716","Ireroot Seeds","65455","client","0","0","13946","already-gated"
"46870","Confessor's Prayer Book","66390","client","0","0","14077 14144","already-gated"
"46885","Weighted Net","66474","client","0","0","14090 14141","already-gated"
"46893","Earthshaker Drum","66512","client","0","0","14076 14092","already-gated"
"46954","Flaming Spears","66588","client","0","0","14108","already-gated"
"47009","Mistcaller's Charm","66621","client","0","0","14102","already-gated"
"47006","Kvaldir War Horn","66642","client","0","0","14101","already-gated"
"47029","Captured Kvaldir Banner","66661","client","0","0","14104","already-gated"
"47033","Light-Blessed Relic","66719","client","0","0","14107","already-gated"
"47036","Fresh Chum","66741","client","0","0","14112 14145","already-gated"
"49150","Cenarion Seeds","68355","client","0","0","14311","already-gated"
"49240","Mastiff Whistle","68682","client","0","0","14386","already-gated"
"49539","Adana's Torch","69228","client","0","0","14461","already-gated"
"49668","Crown Perfume Sprayer","69445","client","0","0","24629","already-gated"
"49670","Crown Chocolate Sampler","69489","client","0","0","24636","already-gated"
"49669","Crown Cologne Sprayer","69563","client","0","0","24635","already-gated"
"49920","Reforged Quel'Delar","69922","client","0","0","24476 24560","already-gated"
"50128","Bucket of Burning Pitch","71030","client","0","0","24654 25082","already-gated"
"50465","Water Pitcher","71898","client","0","0","24861","already-gated"
"52059","Murloc Leash","73108","client","0","0","24974","already-gated"
"52709","Gnomish Playback Device","74222","client","0","0","25283","already-gated"
"53637","Sack o' Frogs","74977","client","0","0","25446","already-gated"
"54215","Vol'jin's War Drums","75102","client","0","0","25461","already-gated"
